学号 班级 语文 数学 英语 物理 化学 政治 历史 地理 生物 美术 音乐 体育
86	2	80	71	87	73	53	97	64	53	68	59	77	96
87	2	99	57	53	79	78	76	86	86	59	81	91	77
88	2	81	86	61	87	77	55	50	71	96	75	71	99
89	2	59	71	79	75	55	95	54	59	79	75	62	68
90	2	57	57	60	60	90	71	54	65	68	84	59	83
91	2	100	75	94	71	51	56	74	75	91	67	54	83
92	2	60	66	71	85	92	69	98	94	98	66	66	90
93	2	78	73	51	79	86	82	64	98	64	73	82	93
94	2	100	76	98	51	91	66	79	84	71	86	93	85
95	2	71	65	82	89	67	59	82	76	60	54	62	85
96	2	58	56	97	64	74	52	60	66	88	83	96	81
97	2	50	90	64	95	61	59	61	85	85	63	59	96
98	2	59	98	52	89	83	69	74	99	53	86	87	87
99	2	79	65	97	96	92	86	52	90	57	87	57	75
100	2	78	56	87	81	73	97	86	63	65	75	80	72
101	3	89	95	74	62	85	72	63	88	78	53	90	80
102	3	89	77	66	98	70	50	83	56	55	79	78	99
103	3	57	94	77	84	61	83	64	81	75	59	59	81
104	3	51	82	61	70	86	51	76	100	63	62	61	83
105	3	88	63	79	69	83	52	93	87	70	71	81	52
106	3	61	54	95	70	56	92	69	50	50	99	66	65
107	3	52	67	98	53	59	91	97	73	60	55	99	86
108	3	77	89	69	56	84	58	67	80	61	87	98	84
109	3	67	87	93	54	90	74	51	96	83	58	63	87
110	3	54	78	78	77	51	95	56	84	93	57	88	65
111	3	69	79	62	84	95	79	52	72	98	90	92	85
112	3	52	50	56	76	76	81	59	92	88	69	56	75
113	3	78	84	59	60	64	65	54	94	54	93	75	70
114	3	100	72	71	86	96	86	83	100	95	55	83	52
115	3	75	73	85	61	77	58	79	56	75	99	63	62
116	3	70	84	79	91	99	57	90	56	61	53	80	99
117	3	95	88	80	92	63	56	86	79	95	98	88	99
118	3	72	65	84	75	76	52	82	79	65	73	61	87
119	3	95	71	93	100	54	63	51	56	87	54	73	77
120	3	94	66	84	70	80	70	57	71	81	79	82	86
121	3	93	51	77	68	71	61	58	72	58	100	72	63
122	3	51	66	94	92	98	94	76	93	86	94	50	82
123	3	62	54	64	64	67	50	95	57	84	74	55	86
124	3	81	67	75	57	61	67	97	93	83	78	92	88
125	3	76	80	76	56	100	50	96	73	100	65	81	80
126	3	92	93	95	80	98	98	94	94	75	67	62	83
127	3	60	93	67	59	71	79	65	91	94	59	65	97
128	3	55	54	61	96	61	96	97	78	59	77	82	70
129	3	51	74	91	87	50	55	77	96	76	75	68	65
130	3	72	72	98	76	63	56	91	82	82	53	66	74
131	3	78	100	53	90	56	100	57	70	66	87	66	77
132	3	64	88	89	53	65	56	76	58	72	80	72	97
133	3	53	75	85	76	99	77	62	90	100	71	93	90
134	3	97	80	75	59	95	58	82	100	86	82	64	50
135	3	95	88	86	81	73	57	89	72	58	59	78	65
136	3	97	100	97	99	92	50	61	63	64	67	97	97
137	3	100	51	56	97	94	92	62	69	84	53	86	91
138	3	63	56	70	93	86	85	78	63	77	79	50	75
139	3	95	64	76	63	99	52	55	69	86	50	75	64
140	3	53	69	52	100	92	72	95	51	89	68	87	71
141	3	87	58	77	96	67	55	93	62	54	87	76	84
142	3	50	92	80	93	99	92	73	60	73	98	87	70
143	3	87	74	86	62	56	59	57	96	59	67	62	60
144	3	63	78	53	59	50	77	75	98	64	61	88	85
145	3	81	89	69	58	52	59	80	70	73	92	70	72
146	3	83	69	96	70	53	57	91	85	69	86	83	57
147	3	89	66	90	69	59	91	52	99	98	90	59	73
148	3	55	68	67	73	60	63	73	58	51	67	84	97
149	3	68	95	78	56	68	95	52	97	81	81	96	56
150	3	83	79	65	83	67	74	97	97	52	70	87	75
